year,basin,region,no,name,time,intensity,lat,lon,
2003,NA,NA,74,KATE,2003-10-04:21:00:00,TS,30.2495,-54.3801
2003,NA,NA,75,KATE,2003-10-05:00:00:00,TS,30.3,-54.7
2003,NA,NA,76,KATE,2003-10-05:03:00:00,TS,30.3351,-55.1077
2003,NA,NA,77,KATE,2003-10-05:06:00:00,TS,30.4,-55.5
2003,NA,NA,78,KATE,2003-10-05:09:00:00,TS,30.5049,-55.8376
2003,NA,NA,79,KATE,2003-10-05:12:00:00,TS,30.7,-56.1
2003,NA,NA,80,KATE,2003-10-05:15:00:00,TS,31.0049,-56.3097
2003,NA,NA,81,KATE,2003-10-05:18:00:00,TS,31.4,-56.4
2003,NA,NA,82,KATE,2003-10-05:21:00:00,TS,31.8125,-56.3378
2003,NA,NA,83,KATE,2003-10-06:00:00:00,TS,32.3,-56.2
2003,NA,NA,84,KATE,2003-10-06:03:00:00,TS,32.84,-56.1144
2003,NA,NA,85,KATE,2003-10-06:06:00:00,TS,33.5,-56
2003,NA,NA,86,KATE,2003-10-06:09:00:00,TS,34.3125,-55.8297
2003,NA,NA,87,KATE,2003-10-06:12:00:00,TS,35.2,-55.6
2003,NA,NA,88,KATE,2003-10-06:15:00:00,TS,36.0497,-55.3438
2003,NA,NA,89,KATE,2003-10-06:18:00:00,TS,36.9,-55
2003,NA,NA,90,KATE,2003-10-06:21:00:00,TS,37.734,-54.5944
2003,NA,NA,91,KATE,2003-10-07:00:00:00,TS,38.6,-54
2003,NA,NA,92,KATE,2003-10-07:03:00:00,TS,39.4295,-53.1622
2003,NA,NA,93,KATE,2003-10-07:06:00:00,TS,40.5,-52.1
2003,NA,NA,94,KATE,2003-10-07:09:00:00,TS,42.0165,-50.8319
2003,NA,NA,95,KATE,2003-10-07:12:00:00,TS,43.8,-49.5
2003,NA,NA,96,KATE,2003-10-07:15:00:00,TS,45.5566,-48.375
2003,NA,NA,97,KATE,2003-10-07:18:00:00,TS,47.5,-47.2
2003,NA,NA,98,KATE,2003-10-07:21:00:00,TS,49.6903,-45.685
2003,NA,NA,99,KATE,2003-10-08:00:00:00,ET,52,-44
2003,NA,NA,100,KATE,2003-10-08:03:00:00,ET,54.3602,-42.2726
2003,NA,NA,101,KATE,2003-10-08:06:00:00,ET,56.5,-40.5
2003,NA,NA,102,KATE,2003-10-08:09:00:00,ET,58.2134,-38.7429
2003,NA,NA,103,KATE,2003-10-08:12:00:00,ET,59.5,-37
2003,NA,NA,104,KATE,2003-10-08:15:00:00,ET,60.4437,-35.2682
2003,NA,NA,105,KATE,2003-10-08:18:00:00,ET,61.1,-33.4
2003,NA,NA,106,KATE,2003-10-08:21:00:00,ET,61.6896,-31.1305
2003,NA,NA,107,KATE,2003-10-09:00:00:00,ET,62.1,-28.7
2003,NA,NA,108,KATE,2003-10-09:03:00:00,ET,62.362,-26.3639
2003,NA,NA,109,KATE,2003-10-09:06:00:00,ET,62.5,-24
2003,NA,NA,110,KATE,2003-10-09:09:00:00,ET,62.5778,-21.6242
2003,NA,NA,111,KATE,2003-10-09:12:00:00,ET,62.6,-19
2003,NA,NA,112,KATE,2003-10-09:15:00:00,ET,62.5187,-15.9001
2003,NA,NA,113,KATE,2003-10-09:18:00:00,ET,62.5,-12.6
2003,NA,NA,114,KATE,2003-10-09:21:00:00,ET,62.6976,-9.31441
2003,NA,NA,115,KATE,2003-10-10:00:00:00,ET,63,-6
